name
"Aakashline Institute, New Delhi"
"Aakson Institute for Management Studies, Bangalore - [AIMS]"
"Aalim Muhammed Salegh Academy of Architecture, Chennai"
"Aalim Muhammed Salegh College of Engineering, Chennai - [AALIMEC]"
"AAM Business School, Chennai"
"Aamna Law College, Ghaziabad - [ALC]"
"AAR Mahaveer Engineering College, Hyderabad"
"Aartreum School of Design, Hyderabad"
"Aarupadai Veedu Institute of Technology, Chennai - [AVIT]"
"Aarupadai Veedu Medical College, Pondicherry - [AVMC]"
"Aarya, Rajkot - Veer College of Engineering & Technology"
"Aasee college of Education, Karur"
"Aashlar Business School, Mathura - [ABS]"
"Aayojan School of Architecture and Design, Pune - [ASAD]"
"Aayojan School of Architecture, Jaipur - [ASA]"
"Abacus Institute of Computer Applications, Pune - [AICA] Hadapsar"
"Abacus Institute of Engineering and Management, Hooghly"
"Abasaheb Garware Institute of Management Studies, Sangli - [AGIMS]"
"Abasaheb Marathe Arts and New Commerce Science College, Ratnagiri"
"Abasaheb Parvekar Mahavidyalaya, Yavatmal"
"ABBS School of Law, Bangalore"
"Abdul Aziz Ansari Degree College, Jaunpur"
"Abdul Razak Degree College, Jyotiba Phule Nagar - [ARDC]"
"AbdulKalam Institute of Technological Sciences, Khammam - [AKIT]"
"Abeda Inamdar Senior College, Pune"
"ABES Engineering College, Ghaziabad"
"ABES Institute of Technology, Ghaziabad - [ABESIT]"
"Abha GaikwadPatil College of Engineering, Nagpur"
"Abhay Yuva Kalyan Kendra Sanchalit College of Education, Dhule"
"Abhaya College of Nursing, Bangalore"
"Abhayapuri College, Bongaigaon"
"Abhi Institute of Hotel Management, New Delhi - [AIHM]"
"Abhijit Kadam Institute of Management and Social Sciences, Solapur - [AKIMSS]"
"Abhilashi College of Pharmacy, Mandi"
"Abhilashi Institute of Life Sciences, Mandi - [AILS]"
"Abhilashi Institute of Management Studies, Mandi - [AIMS]"
"Abhilashi Post Graduate College of Education, Mandi"
"Abhinav Education Society's College of Computer Science and Management, Ambegaon"
"Abhinav Education Society's College of Engineering and Technology, Wadwani"
"Abhinav Education Society's College of Pharmacy, Pune"
"Abhinav Education Society's D.T.Ed. College Akole, Ahmed Nagar"
"Abhinav Education Society's Institute of Management and Research, Pune - [AESIMR]"
"Abhinav Education Society's Law College, Pune"
"Abhinav Hi-Tech College of Engineering and Technology -[AHCET], Hyderabad"
"Abhinav Shetkari Shikshan Mandal Degree College, Thane"
"Abhishek Institute of Professional Studies, Gwalior - [AIPS]"
"ABMSP's Anantrao Pawar College of Engineering & Research, Pune - [APCOER]"
"ABR College of Engineering and Technology, Prakasam"
"ABS Academy of Science Technology and Management, Bardhaman"
"ABSS Institue of Technology, Meerut"
"ACADEMY ALLIED HEALTH SCIENCES, Kolkata"
"Academy for Technical and Management Excellence, Mysore - [ATME]"
"Academy of Applied Arts North Campus, New Delhi - [AOAA]"
"Academy of Applied Arts South Campus, New Delhi - [AOAA]"
"Academy Of Applied Arts, Guwahati - [AOAA]"
"Academy of Architecture, Mumbai - [AIA]"
"Academy of Business Administration, Balasore - [ABA]"
"Academy of Business Management Tourism and Research- [ABMTR], Bangalore"
"Academy of Business Management Tourism and Research, Bangalore - [ABMTR]"
"Academy of Carver Aviation Pvt Ltd, Pune"
"Academy of Event Planning, New Delhi - [AEP]"
"Academy of Fashion and Textile Technology, Chennai - [AFTT]"
"Academy of Hospital Administration, Noida - [AHA]"
"Academy of Management and Information Technology, Bhubaneswar - [AMIT]"
"Academy of Management Professional Development, Thane - [AMPD]"
"Academy of Management Studies, Dehradun - [AMS]"
"Academy of Maritime Education and Training University, Chennai - [AMET]"
"Academy of Medical Science Pariyaram, Kannur"
"Academy of Pharmaceutical Sciences Pariyaram, Kannur"
"Academy of Technology, Hooghly - [AOT]"
"ACC Jain College of Education, Birbhum"
"Access Atlantech Media College, Chennai"
"ACCMAN Business School, Noida"
"Accman Institute of Management, Greater Noida - [ACCMANIM]"
"Accord Business School, Tirupati - [ABS]"
"Accurate Institute of Architecture and Planning, Greater Noida - [AIAP]"
"Accurate Institute of Management and Technology, Greater Noida - [AIMT]"
"ACE College Of Engineering & Management, Agra"
"ACE College of Engineering, Trivandrum"
"ACE Engineering College, Hyderabad - [ACEEC]"
"Achariya Arts and Science College, Pondicherry"
"Achariya College of Education, Pondicherry"
"Achariya College of Engineering Technology, Pondicherry - [ACET]"
"Achariya School of Business & Technology, Pondicherry - [ASBT]"
"Achariya School Tourism and Hotel Management, Pondicherry"
"Acharya and BM Reddy College of Pharmacy, Bangalore"
"ACHARYA BANGALORE B-SCHOOL, BANGALORE - [ABBS]"
"Acharya Brojendra Nath Seal College, Cooch Behar"
"Acharya College of Education, Bangalore - [ACE]"
"Acharya College of Engineering, Kadapa - [ACE]"
"Acharya Deshabhushan Ayurvedic Medical College and Hospital, Belgaum"
"Acharya Girish Chandra Bose College, Kolkata - [AGCBC]"
"Acharya Institute of Graduate Studies, Bangalore - [AIGS]"
"Acharya Institute of Health Sciences, Bangalore - [AIHS]"
"Acharya Institute of Technology, Bangalore - [AIT]"
"Acharya Jagadish Chandra Bose College, Kolkata"
"Acharya Jawadekar College of Education, Kolhapur"
"Acharya N. G. Ranga Agricultural University, College of Agricultural Engineering Bapatla, Guntur - [CAE]"
"Acharya Nagarjuna University, Centre For Distance Education - [ANUCDE]"
"Acharya Narendra Dev College of Pharmacy, Gonda"
"ACHARYA NARENDRA DEV COLLEGE, NEW DELHI - [ANDC]"
"Acharya NG Ranga Agricultural University, Agricultural College Bapatla"
"ACHARYA NG RANGA AGRICULTURAL UNIVERSITY, GUNTUR - [ANGRAU]"
"Acharya NG Ranga Agricultural University, Hyderabad - [ANGRAU]"
"Acharya Prafulla Chandra College, Kolkata - [APCC]"
"Acharya Prafulla Chandra Roy Government College, Siliguri - [APCRGC]"
"Acharya Ramendra Sundar Primary Teacher's Training Institute, Birbhum - [ARSPTTI]"
"Acharya School of Management, Bangalore - [ASM]"
"Acharya Shri Chander College of Medical Sciences, Jammu"
"Acharya Shri Chander Institute of Nursing Education, Jammu"
"Acharya Tulsi National College of Commerce, Shimoga - [ATNCC]"
"Acharya's NR School of Nursing, Bangalore"
"Acharya's NRV School of Architecture, Bangalore - [ANRVSA]"
"Achhruram Memorial College, Purulia"
"Achutha Institute of Technology, Bangalore - [AIT]"
"Acliv Technology and Management Academy, Bangalore - [ATMA]"
"Acme College of Information Technology, Hyderabad - [ACIT]"
"ACME Institute of Management and Technology, Agra"
"ACN College of Engineering and Management Studies, Aligarh"
"ACN Institute for Higher Education, Aligarh - [ACNIHE]"
"ACPM College of Nursing, Dhule"
"ACPM Medical College, Dhule"
"Acropolis Faculty of Management and Research, Indore - [AFMR]"
"Acropolis Group of Institutions, Indore"
"Acropolis Institute of Management Studies & Research, Indore - [AIMSR]"
"Acropolis Institute of Pharmaceutical Education and Research, Indore"
"Acropolis Institute of Technology & Research, Indore - [AITR]"
"Acropolis Institute of Technology and Research, Bhopal - [AITR]"
"Acropolis Technical Campus, Indore"
"ACS College of Engineering, Bangalore - [ACSCE]"
"ACSR Government Medical College, Nellore"
"ACT College of Engineering and Technology, Kanchipuram"
"Adabiyya Women's College, Cochin"
"Adaikalamatha College, Thanjavur - [AMC]"
"Adaikalamatha Institute of Management, Vallam - [AIM]"
"Adaikalamatha Institute of Teacher Education, Thanjavur"
"Adamas Institute of Teacher Education, North 24 Parganas"
"Adamas Institute of Technology, Kolkata - [AIT]"
"Adamas University, Kolkata"
"Adams Engineering College, Khammam"
"Adani Institute of Infrastructure Engineering, Ahmedabad - [AIIE]"
"Adani Institute of Infrastructure Management, Ahmedabad - [AIIM]"
"Adarniy Jayavantraoji Bhosale Adhyapak Vidyalaya, Satara"
"Adarsa College of Pharmacy, East Godavari"
"Adarsh Bhartiya College, Pathankot - [AB College]"
"Adarsh Business School, Bangalore - [ABS]"
"Adarsh College of Arts & Commerce, Thane"
"Adarsh College of Education, Bhiwani"
"Adarsh College of Education, Jammu"
"Adarsh College of Education, Jhajjar"
"Adarsh College of Elementary Teacher Education, Mahabub Nagar"
"Adarsh College of Engineering, Chebrole - [ACEE]"
"Adarsh College of Nursing, Patiala"
"Adarsh College of Pharmacy, Sangli - [ACOP] Vita"
"Adarsh Degree College, Mahabub Nagar - [ADC]"
"Adarsh Education Society's Art Commerce and Science College, Hingoli"
"Adarsh Institute of Management and Information Technology, Bangalore - [AIMIT]"
"Adarsh Institute of Technology and Research Centre, Sangli - [AITRC]"
"Adarsh Krishna P.G. College, Shikohabad - [AKPG]"
"Adarsh Mahavidyalaya, Omerga"
"Adarsh Mahila Mahavidyalaya, Bhiwani"
"Adarsh Mahila Teacher's Tranning College, Jaipur"
"Adarsh Shikshan Prasarak Sanstha's Junior College of Education, Osmanabad"
"Adarsha College of Engineering, Angul - [ACE]"
"Adarsha College Of Nursing, Bangalore"
"Adarsha Comprehensive College of Education and Research, Pune - [ACCER]"
"Adarsha Law College, Warangal"
"Adarsha Science Jairamdas Bhagchand Arts and Birla Commerce Mahavidyalaya, Amravati"
"Adarsha Shikshana Samiti College of Commerce -[ASSCC], Gadag"
"Adarsha Vidya Kendra First Grade College, Bangalore"
"Adept Institute of Management Studies and Research, Dharwad - [AIMSR]"
"Adesh Institute of Biomedical Sciences, Bathinda"
"Adesh Institute of Dental Sciences and Research, Bathinda"
"Adesh Institute of Engineering and Technology, Faridkot"
"Adesh Institute of Medical Sciences and Research, Bathinda - [AIMSR]"
"Adesh Institute of Pharmacy, Bathinda"
"Adesh Institute of Technology, Mohali - [AIT]"
"Adesh University, Bathinda"
"Adhalrao Patil Institute of Management and Research, Pune - [APIMR]"
"Adharshila College of Education, Meerut - [ACE]"
"Adhi College of Engineering and Technology, Kanchipuram - [ACET]"
"Adhiparasakthi Agricultural College, Vellore"
"Adhiparasakthi College of Arts and Sciences -[APCASGBN], Vellore"
"Adhiparasakthi College of Education, Vellore"
"Adhiparasakthi College of Engineering Arcot, Vellore - [APCE]"
"Adhiparasakthi College of Nursing, Kanchipuram"
"Adhiparasakthi College of Pharmacy, Kanchipuram, Chennai"
"Adhiparasakthi College of Physiotherapy, Kanchipuram"
"Adhiparasakthi Dental College And Hospital Melmaruvathur, Kanchipuram"
"Adhiparasakthi Engineering College, Kanchipuram - [APEC]"
"Adhisankarar Institute of Hotel Management and Catering Technology, Trichy"
"Adhiyamaan College of Education, Hosur"
"Adhiyamaan College of Engineering, Krishnagiri"
"Adhunik College of Engineering, Ghaziabad - [ACE]"
"Adhunik Institute of Education and Research-[AIER], Ghaziabad"
"Adhunik Institute of Productivity Management & Research, Ghaziabad - [AIPMR]"
"Adhyapan Padvika Prashikshan Mahavidyalaya, Yavatmal"
"Adhyapika Vidyalaya, Jalgaon"
"Adi Sankara Training College Kalady, Ernakulam"
"Adi Shankara Institute of Engineering and Technology, Ernakulam - [ASIET] Kalady"
"Adichunchanagiri College of Nursing, Mandya"
"Adichunchanagiri Institute of Medical Sciences, Mandya - [AIMS]"
"Adichunchanagiri Institute of Technology- [AIT], Chikmagalur"
"Adichunchanagiri University, Mandya - [ACU]"
"Adikavi Nannaya University, Rajahmundhry"
"Adina Group of Institutions, Sagar - [AGI]"
"Aditanar College of Arts and Science, Thoothukudi"
"Adithya Institute of Management, Bangalore"
"Adithya Institute of Technology, Coimbatore - [AIT]"
"Aditi Mahavidyalaya, New Delhi - [AMV]"
"Aditya Academy of Architecture & Design, Bangalore - [AAAD]"
"Aditya B.Ed College, Beed"
"Aditya Bangalore Institute of Pharmacy Education and Research, Bangalore"
"Aditya College of Agricultural Engineering and Technology, Beed"
"Aditya College of Design Studies, Mumbai - [ACDS]"
"Aditya College Of Engineering and Technology, East Godavari - [ACET]"
"Aditya college of engineering, Chittoor - [ACE]"
"Aditya College of Food Technology, Beed"
"Aditya College of Law, Agra"
"Aditya College of MBA, Beed"
"Aditya College of Nursing, Bangalore - [ACN]"
"Aditya College of Pharmacy and Science, New Delhi"
"Aditya College of Technology and Science, Satna - [ACTS]"
"Aditya College, Gwalior"
"Aditya D.Ed College, Beed"
"Aditya Degree College, Kakinada"
"Aditya degree college, Rajahmundhry"
"ADITYA DENTAL COLLEGE AND HOSPITAL, BEED"
"Aditya Engineering College, Beed - [AEC]"
"Aditya Engineering College, East Godavari - [AEC] Surampalem"
"Aditya Institute of Management Studies and Research, Bangalore - [AIMSR]"
"Aditya Institute of Management Studies and Research, Mumbai - [AIMSR]"
"Aditya Institute of Management, Pune - [AIM]"
"Aditya Institute of Technology and Management -[AITAM], Tekkali"
"Aditya Pharmacy College, Surampalem"
"Aditya Silver Oak Institute of Technology, Ahmedabad - [ASOIT]"
"Admerit College, Patna"
"Administrative Management College, Bangalore - [AMC]"
"Administrative Staff College of India, Hyderabad - [ASCI]"
"ADN Medical College and Paramedical Science, Nagpur"
"Adoni Arts and Science College, Adoni"
"Adsul Technical Campus Faculty of Engineering & MBA, Ahmed Nagar"
"Adusumilli Vijay Institute of Technology and Research Center, Hyderabad - [AVTR]"
"Adv. Ramkrishnaji Rathi Law College, Washim"
"Adv. Sitaram Babanbhau Anandramji Baheti Arts and Commerce College, Jalgaon"
"Advance Institute of Biotech and Paramedical Sciences, Kanpur"
"Advance Institute of Management, Ghaziabad - [AIM]"
"Advanced Centre for Treatment Research and Education in Cancer, Navi Mumbai - [ACTREC]"
"Advanced College of Technology and Management, Palwal - [ACTM]"
"Advanced Institute of Education, Palwal - [AIE]"
"Advanced Institute of Management, New Delhi - [AIM]"
"Advanced Institute of Modern Management and Technology, Kolkata - [AIMMT]"
"Advanced Institute of Pharmacy, Palwal - [AIP]"
"Advanced Institute of Technology Management, Palwal - [AITM]"
"Advanced Management College, Bangalore - [AMC]"
"Advent Institute of Management Studies, Udaipur"
"Adwaita Mission Institute of Technology- [AMIT], Banka"
"Adwaita Mission Training College, Banka"
"AECS Maruthi College of Nursing, Bangalore"
"AECS MARUTI COLLEGE OF DENTAL SCIENCES AND RESEARCH CENTRE, BANGALORE"
"AECS Pavan College of Management Sciences, Kolar"
"Aegis School of Business and Telecommunication, Mumbai"
"Aeronautical Engineering and Research Organization, Pune - [AERO]"
"AES Institute of Computer Studies, Ahmedabad"
"AES's Institute of Management and Business Administration, Ahmed Nagar - [IMBA] Akole"
"AET College of Education, Mandya"
"AG Patil Institute of Technology, Solapur - [AGPIT]"
"Agartala Government Medical College, Agartala"
"Agasti Arts, Commerce and Dadasaheb Rupwate Science College Akole"
"Aggarwal College Wing III Coed & Self Finance, Rohtak"
"Aggarwal Junior College Wing II, Faridabad"
"Agharkar Research Institute -[ARI], Pune"
"AghoreKamini Prakashchandra Mahavidyalaya, Hooghly"
"AGL Degree and PG College, Visakhapatnam"
"AGM Rural College of Engineering and Technology, Hubli - [GMRCET]"
"Agni College of Technology, Chennai"
"Agni School Of Business Excellence, Dindigul - [ASBEX]"
"Agnihotri College of Pharmacy, Wardha"
"Agra College of Management and Technology, Firozabad - [ACMT]"
"Agra College, Agra"
"Agra Institute of Hotel Management, Agra - [AIHM]"
"Agra Public Group of Education, Agra - [APGE]"
"Agragami Group of Educational Institution, Bangalore"
"Agragati Primary Teachers' Training Institute, Howrah"
"Agrawal Institute of Management and Technology, Nashik - [AIMT]"
"Agrawal P.G. College, Jaipur"
"Agricultural College and Research Institute, Madurai - [ACRI]"
"Agricultural College and Research Institute, Thoothukudi - [ACRI]"
"Agricultural Engineering College and Research Institute, Coimbatore - [ACE&RI]"
"Agricultural Engineering College and Research Institute, Trichy - [AEC&RI]"
"Agriculture University, Jodhpur - [AU]"
"Ahalia Ayurveda Medical College, Palakkad - [AAMC]"
"Ahalia School of Engineering and Technology, Palakkad - [ASET]"
"Ahalia School of Optometry, Palakkad - [ASP]"
"Ahalia School of Pharmacy, Palakkad - [ASP]"
"Ahmedabad Aviation and Aeronautics Limited, Ahmedabad - [AAA]"
"Ahmedabad Dental College & Hospital, Ahmedabad - [ADC]"
"Ahmedabad Institute of Technology, Ahmedabad"
"Ahmedabad Management Association, Ahmedabad"
"Ahmedabad Physiotherapy College, Ahmedabad"
"Ahmedabad University, Ahmedabad"
"Ahmedabad University, School of Arts and Sciences"
"Ahmedabad University, School of Engineering and Applied Science, Ahmedabad"
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Law College, Ahmed Nagar - [AJMVPS]"
"AICAR Business School, Raigarh"
"AIHM Institute of Hotel Management, Ghaziabad"
"Aim Asian institute of management, Visakhapatnam"
"Aiman College of Arts and Science for Women, Thiruchirapalli - [AIMAN]"
"Aims College Of Hotel Management & Catering Technology, Hyderabad"
"AIMS College of Management and Technology, Anand"
"AIMS Institute of Management Studies, Pune"
"AIMS Institutes, Bangalore"
"AIMS Syndicate, Bardhaman"
"AIPH University, Bhubaneswar - [AIPH]"
"Airborne Academy, New Delhi"
"AISECT University, Hazaribagh"
"Aishabai College of Education, Mumbai"
"Aishwarya College of Engineering and Technology, Erode - [ACET]"
"Aishwarya College, Jodhpur"
"Aishwarya Institute of Management and Information Technology, Udaipur - [AIM & IT]"
"Aishwarya Institute of Management Studies and Research, Bangalore - [AIMSR]"
"AISSM Society Institute of Management, Pune - [AISSMS IOM]"
"AISSMS College of Engineering, Pune - [AISSMSCOE]"
"AISSMS College of Hotel Management & Catering Technology, Pune - [AISSMS]"
"AISSMS College of Pharmacy, Pune"
"AISSMS Institute of Information Technology, Pune"
"AISSMS Polytechnic College, Pune"
"Aizawl Theological College-[ATC], Aizawl"
"Aizaz Rizvi College of Journalism and Mass Communication, Lucknow - [ARCJMC]"
"Aizza College of Engineering and Technology, Adilabad - [AZCET]"
"AJ Aviation Academy, Bangalore"
"AJ Institute of Engineering and Technology, Mangalore - [AJIET]"
"AJ Institute of Management, Mangalore - [AJIM]"
"AJ Institute of Medical Sciences and Research Centre, Mangalore"
"Ajara Mahavidyalaya, Kolhapur"
"AJAY BINAY INSTITUTE OF TECHNOLOGY, CUTTACK - [ABIT]"
"Ajay Kumar Garg Engineering College, Ghaziabad - [AKGEC]"
"Ajay Kumar Garg Institute of Management, Ghaziabad - [AKGIM]"
"Ajeenkya DY Patil University, School of Film and Media, Pune"
"Ajeenkya DY Patil University, School of Management, Pune"
"AJK College of Arts and Science, Coimbatore"
"AJK Mass Communication Research Centre, New Delhi"
"Ajmer Institute of Technology, Ajmer"
"Akal College of Agriculture, Sirmaur - [ACA]"
"Akal College of Basic Sciences, Sirmaur - [ACBS]"
"Akal College of Economics, Commerce and Management, Sirmaur"
"Akal College of Education, Sangrur"
"Akal College of Engineering and Technology, Sirmaur"
"Akal College of Pharmacy and Technical Education, Sangrur - [ACPTE]"
"Akal College of Public Health and Hospital Administration, Sirmaur"
"Akal Degree College for Women, Sangrur"
"Akal Sahaye College of Education, Faridkot"
"Akal University, Bathinda - [AU]"
"Akarapu Sharath Chandrika Devi Memorial College for Women, Warangal - [ASM]"
"Akash College of Education, Jind"
"AKB Institute of Finance and Management, Faridabad - [AKBIFM]"
"Akbar Academy of Airline Studies, Visakhapatnam"
"Akbar Academy, Trivandrum"
"Akbar Peerbhoy College of Commerce and Economics, Mumbai"
"Akbarpur Mahavidyalaya, Kanpur"
"Akemi Business School, Mulshi, Pune"
"Akhand Anand Arts And Commerce College, Surat"
"Akhilabhagya Mahavidyalya, Gorakhpur"
"AKIDO College of Engineering, Bahadurgarh"
"Akila College of Engineering and Management Technology, Bathinda"
"Akkineni Nageswara Rao College, Krishna - [ANR]"
"Aklia College of Education for Women, Bathinda"
"Aklia Degree College, Bathinda"
"Akola Law College, Akola"
"Akole Taluka Education Society's Technical Campus Akole, Ahmed Nagar"
"AKRG College of Engineering & Technology -[AKRGCET], Eluru"
"AKRG College of Pharmacy, Nallajerla - [AKRGCP]"
"AKS Institute of Management Excellence, Noida - [AKSIME]"
"AKS Management College, Lucknow"
"AKS University, Satna - [AKSU]"
"Akshay Academy College, Indore"
"Akshaya College of Engineering and Technology-[ACET], Coimbatore"
"Akshaya College of Nursing, Tumkur"
"Akshaya Institute of Management Studies, Coimbatore - [AIMS]"
"Akshaya Institute of Technology, Tumkur - [AIT]"
"Aksheyaa College of Engineering, Kanchipuram"
"Akula Sreeramulu College of Engineering, Tanuku - [ASRCE]"
"Akula Sreeramulu Institute of Engineering and Technology, Tanuku - [ASRIET]"
"Al Ameen College of Law, Bangalore"
"Al Ameen Engineering College, Erode"
"Al Ameen Institute of Information Sciences, Bangalore - [AIIS]"
"Al Ameen Institute of Management Studies, Bangalore"
"Al Azhar College of Engineering and, Thodupuzha - [AACET]"
"Al Azhar Dental College, Thodupuzha"
"Al Azhar Law College, Idukki"
"Al Badar MEd College, Gulbarga"
"Al Habeeb College of Engineering and Technology, Rangareddi - [AHCET] Chevella"
"Al Iqra Teacher's Training College, Dhanbad - [AITTC]"
"Al Jamia Arts And Science College, Malappuram"
"Al Salama Institute of Architecture, Perinthalmanna - [ASIA]"
"Al Shifa College of Nursing, Malappuram"
"Al Shifa College of Paramedical Sciences, Perinthalmanna"
"Al Shifa College of Pharmacy, Perinthalmanna"
"AL- AMEEN COLLEGE OF PHARMACY, BANGALORE"
"Al-Ameen College of Education, Bangalore"
"Al-Ameen College, Edathala, Ernakulam"
"Al-Ameen Engineering College, Palakkad - [AEC]"
"Al-Ameen Institute of Information Technology, New Delhi"
"Al-Ameen Law College, Palakkad"
"Al-Ameen Medical College, Bijapur"
"Al-Ameer College of Engineering and Information Technology, Visakhapatnam"
"Al-Amir College of Education, Sivaganga"
"Al-Azhar Medical college and super speciality hospital, Thodupuzha - [AAMC]"
"Al-Badar Dental College and Hospital, Gulbarga"
"Al-Barkaat Institute of Management Studies, Aligarh"
"Al-Falah university, Faridabad - [AFU]"
"Al-Karim University, Katihar"
"Al-Qurmoshi Institute of Business Management, Hyderabad - [AQIBM]"
"Aladi Aruna College of Nursing, Tirunelveli"
"Alagappa Chettiar College of Engineering and Technology, Karaikudi"
"Alagappa College of Technology, Anna University, Chennai - [ACT]"
"Alagappa Government Arts College, Sivaganga"
"Alagappa Institute of Management, Karaikudi - [AIM]"
"Alagappa Institute of Technology, Chennai - [AIT]"
"Alagappa University, Directorate of Distance Education, Karaikudi - [DDE]"
"Alamuri Ratnamala Institute of Engineering and Technology, Thane - [ARMIET]"
"Alankar P.G. Girls College, Jaipur"
"Alard College of Engineering and Management, Pune - [ACEM]"
"Alard College of Pharmacy, Pune - [ACP]"
"Alard Institute of Management Sciences, Pune"
"Alard School of Business Management, Pune"
"Albertian Institute of Management- [AIM], Cochin"
"Albertian Institute of Science and Technology, Kochi - [AISAT]"
"Alder College, Kohima"
"Alexia College of Professional Studies, Indore"
"Alfa College of Engineering and Technology, Kurnool"
"AlHassan Teacher's Training College, Samastipur - [AHTTC]"
"Ali Yavar Jung National Institute for The Hearing Handicapped, Mumbai - [AYJNIHH]"
"Aliah University, Kolkata"
"Alice Institute of Technology [AIT], Ranchi"
"Aligarh College of Engineering and Management, Aligarh - [ACEM]"
"Aligarh College of Engineering and Technology, Aligarh - [ACET]"
"Aligarh College of Pharmacy, Aligarh - [ACP]"
"Aligarh Institute of ParaMedical Sciences, Aligarh"
"ALIGARH MUSLIM UNIVERSITY, ALIGARH - [AMU]"
"Aligarh Unani Ayurvedic Medical College & ACN Hospital, Aligarh - [AUAMC]"
"Alipurduar College, Alipurduar"
"Alkesh Dinesh Mody Institute for Financial and Management Studies, Mumbai"
"All India Institute of Hygiene and Public Health, Kolkata - [AIIH & PH]"
"All India Institute of Management Studies, Chennai - [AIIMAS]"
"All India Institute of Medical Sciences, Bhopal - [AIIMS]"
"All India Institute of Medical Sciences, Bhubaneswar - [AIIMS]"
"All India Institute of Medical Sciences, Jodhpur - [AIIMS]"
"All India Institute of Medical Sciences, Mangalagiri - [AIIMS]"
"All India Institute of Medical Sciences, Nagpur - [AIIMS]"
"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, NEW DELHI - [AIIMS]"
"All India Institute of Medical Sciences, Patna - [AIIMS]"
"All India Institute of Medical Sciences, Raipur - [AIIMS]"
"All India Institute of Medical Sciences, Rishikesh - [AIIMS]"
"All India Institute of Physical Medicine and Rehabilitation, Mumbai - [AIIPMR]"
"All India Institute of Speech and Hearing, Mysore - [AIISH]"
"All India Institute of Technology and Management -[AIITM], Chennai"
"All India Jat Heroes Memorial College, Rohtak"
"All India Management Association, New Delhi - [AIMA]"
"All Saints College of Education, Kanyakumari"
"All Saints College of Engineering, Bhopal - [ASCE]"
"All Saints College of Technology, Bhopal - [ASCT]"
"All Saints Institute of Medical Sciences and Research, Ludhiana"
"All Saints' College, Thiruvananthapuram"
"Allahabad Institute of Engineering & Technology, Allahabad - [AIET]"
"Allama Iqbal Institute of Management, Thiruvananthapuram - [AIIM]"
"Allama Iqbal Unani Medical College, Muzaffarnagar"
"Allamaprabhu BEd College, Bidar"
"Allana College of Pharmacy, Pune"
"Allana Institute of Management Sciences, Pune"
"Allenhouse Business School, Kanpur"
"Allenhouse Institute of Technology, Kanpur"
"Alliance College of Engineering and Design, Bangalore"
"Alliance Institute of Management and Institute of Hotel Management, Visakhapatnam"
"Alliance School of Business, Bangalore - [ASOB]"
"Alliance School of Law, Bangalore"
"Alliance University, Bangalore"
"Allied Institute of Hotel Management and Culinary Arts, Panchkula - [AIHMCA]"
"Allum Karibasappa Institute of Management, Bellary - [AKIM]"
"Alluri Institute of Management Science, Warangal - [AIMS]"
"Alluri Sitarama Raju Academy of Medical Sciences, Eluru - [ASRAM]"
"AlNoor College of Education, Udhampur - [ANCE]"
"Alpha and Omega International Institute of Hotel Management and Catering Technology, Hyderabad - [AOIIHMCT]"
